; ------------------------------------------------
; |       SCELBI'S GALAXY GAME       |
; |           FOR THE 8080           |
; ------------------------------------------------
+ Print Program Bytes and description.
++ Address:16-bit bytes       databyte :hex:oct > description
++    2408:00001001 01101000: 01110111 : 77:167 > opcode: mov m,a
++    2409:00001001 01101001: 00101100 : 2C:054 > opcode: inr l
++    2410:00001001 01101010: 01111110 : 7E:176 > opcode: mov a,m
++    2411:00001001 01101011: 10001010 : 8A:212 > opcode: adc d
++    2412:00001001 01101100: 01110111 : 77:167 > opcode: mov m,a
++    2413:00001001 01101101: 11001001 : C9:311 > opcode: ret
++    2414:00001001 01101110: 00101110 : 2E:056 > opcode: mvi l,051H
++    2415:00001001 01101111: 01010001 : 51:121 > immediate:  051H : 81
++    2416:00001001 01110000: 11000011 : C3:303 > opcode: jmp TO1
++    2417:00001001 01110001: 01100110 : 66:146 > lb: 102
++    2418:00001001 01110010: 00001001 : 09:011 > hb: 9
++    2419:00001001 01110011: 00101110 : 2E:056 > opcode: mvi l,04FH
++    2420:00001001 01110100: 01001111 : 4F:117 > immediate:  04FH : 79
++    2421:00001001 01110101: 01111110 : 7E:176 > opcode: mov a,m
++    2422:00001001 01110110: 10010011 : 93:223 > opcode: sub e
++    2423:00001001 01110111: 01110111 : 77:167 > opcode: mov m,a
++    2424:00001001 01111000: 00101100 : 2C:054 > opcode: inr l
++    2425:00001001 01111001: 01111110 : 7E:176 > opcode: mov a,m
++    2426:00001001 01111010: 10011010 : 9A:232 > opcode: sbb d
++    2427:00001001 01111011: 01110111 : 77:167 > opcode: mov m,a
++    2428:00001001 01111100: 11001001 : C9:311 > opcode: ret
++    2429:00001001 01111101: 00101110 : 2E:056 > opcode: mvi l,051H
++    2430:00001001 01111110: 01010001 : 51:121 > immediate:  051H : 81
++    2431:00001001 01111111: 11000011 : C3:303 > opcode: jmp FM1
++    2432:00001001 10000000: 01110101 : 75:165 > lb: 117
++    2433:00001001 10000001: 00001001 : 09:011 > hb: 9
++    2434:00001001 10000010: 00101110 : 2E:056 > opcode: mvi l,050H
++    2435:00001001 10000011: 01010000 : 50:120 > immediate:  050H : 80
++    2436:00001001 10000100: 01111110 : 7E:176 > opcode: mov a,m
++    2437:00001001 10000101: 00101101 : 2D:055 > opcode: dcr l
++    2438:00001001 10000110: 10111010 : BA:272 > opcode: cmp d
++    2439:00001001 10000111: 11000000 : C0:300 > opcode: rnz
++    2440:00001001 10001000: 01111110 : 7E:176 > opcode: mov a,m
++    2441:00001001 10001001: 10111011 : BB:273 > opcode: cmp e
++    2442:00001001 10001010: 11001001 : C9:311 > opcode: ret
++    2443:00001001 10001011: 00101110 : 2E:056 > opcode: mvi l,052H
++    2444:00001001 10001100: 01010010 : 52:122 > immediate:  052H : 82
++    2445:00001001 10001101: 11000011 : C3:303 > opcode: jmp CK1
++    2446:00001001 10001110: 10000100 : 84:204 > lb: 132
++    2447:00001001 10001111: 00001001 : 09:011 > hb: 9
++    2448:00001001 10010000: 00100001 : 21:041 > opcode: lxi h,MSGCHK
++    2449:00001001 10010001: 11100010 : E2:342 > lb: 226
++    2450:00001001 10010010: 00000100 : 04:004 > hb: 4
++    2451:00001001 10010011: 11001101 : CD:315 > opcode: call MSG
++    2452:00001001 10010100: 00000000 : 00:000 > lb: 0
++    2453:00001001 10010101: 00000101 : 05:005 > hb: 5
++    2454:00001001 10010110: 01110110 : 76:166 > opcode: hlt
++    2455:00001001 10010111: 01111110 : 7E:176 > opcode: mov a,m
++    2456:00001001 10011000: 11100110 : E6:346 > opcode: ani 07H
++    2457:00001001 10011001: 00000111 : 07:007 > immediate:  07H : 7
++    2458:00001001 10011010: 01001111 : 4F:117 > opcode: mov c,a
++    2459:00001001 10011011: 01111110 : 7E:176 > opcode: mov a,m
++    2460:00001001 10011100: 11001101 : CD:315 > opcode: call ROTR3
++    2461:00001001 10011101: 10100011 : A3:243 > lb: 163
++    2462:00001001 10011110: 00000101 : 05:005 > hb: 5
++    2463:00001001 10011111: 11100110 : E6:346 > opcode: ani 07H
++    2464:00001001 10100000: 00000111 : 07:007 > immediate:  07H : 7
++    2465:00001001 10100001: 01000111 : 47:107 > opcode: mov b,a
++    2466:00001001 10100010: 11001001 : C9:311 > opcode: ret

----------------------------------------------------------------------------------
+ Starting point for running the program.
++    2467:00001001 10100011: 00110001 : 31:061 > opcode: lxi sp,STACK

INTE MEMR INP M1 OUT HLTA STACK WO INT        D7  D6   D5  D4  D3   D2  D1  D0
 .    *    .  *   .   .    .    *   .         .   .    *   *   .    .   .   *
WAIT HLDA   A15 A14 A13 A12 A11 A10  A9  A8   A7  A6   A5  A4  A3   A2  A1  A0
 *    .      .   .   .   .   *   .   .   *    *   .    *   .   .    .   *   *
            S15 S14 S13 S12 S11 S10  S9  S8   S7  S6   S5  S4  S3   S2  S1  S0
             v   v   v   v   ^   v   v   ^    ^   v    ^   v   v    v   ^   ^
----------------
GALAXY:
++    2467:00001001 10100011: 00110001 : 31:061 > opcode: lxi sp,STACK
++    2468:00001001 10100100: 10111100 : BC:274 > lb: 188
++    2469:00001001 10100101: 00001111 : 0F:017 > hb: 15

++    2470:00001001 10100110: 11001101 : CD:315 > opcode: call CONINI
++    2471:00001001 10100111: 11011101 : DD:335 > lb: 221
++    2472:00001001 10101000: 00001111 : 0F:017 > hb: 15
++    2473:00001001 10101001: 00100001 : 21:041 > opcode: lxi h,MSGDYW
++    2474:00001001 10101010: 00000000 : 00:000 > lb: 0
++    2475:00001001 10101011: 00000001 : 01:001 > hb: 1
++    2476:00001001 10101100: 11001101 : CD:315 > opcode: call MSG
++    2477:00001001 10101101: 00000000 : 00:000 > lb: 0
++    2478:00001001 10101110: 00000101 : 05:005 > hb: 5
++    2479:00001001 10101111: 11001101 : CD:315 > opcode: call RN
++    2480:00001001 10110000: 00001010 : 0A:012 > lb: 10
++    2481:00001001 10110001: 00000101 : 05:005 > hb: 5
++    2482:00001001 10110010: 11011011 : DB:333 > opcode: in SIOCTL
++    2483:00001001 10110011: 00010000 : 10:020 > immediate:  SIOCTL : 16
++    2484:00001001 10110100: 11111110 : FE:376 > opcode: cpi 0
++    2485:00001001 10110101: 00000000 : 00:000 > immediate:  0 : 0
++    2486:00001001 10110110: 11001010 : CA:312 > opcode: jz START
++    2487:00001001 10110111: 10101111 : AF:257 > lb: 175
++    2488:00001001 10111000: 00001001 : 09:011 > hb: 9
++    2489:00001001 10111001: 11111110 : FE:376 > opcode: cpi 'N'
++    2490:00001001 10111010: 01001110 : 4E:116 > immediate:  'N' : 78
++    2491:00001001 10111011: 11001010 : CA:312 > opcode: jz OVER
++    2492:00001001 10111100: 10010000 : 90:220 > lb: 144
++    2493:00001001 10111101: 00001001 : 09:011 > hb: 9
++    2494:00001001 10111110: 00011110 : 1E:036 > opcode: mvi e,00C0H
++    2495:00001001 10111111: 11000000 : C0:300 > immediate:  00C0H : 192
++    2496:00001001 11000000: 11001101 : CD:315 > opcode: call RN
++    2497:00001001 11000001: 00001010 : 0A:012 > lb: 10
++    2498:00001001 11000010: 00000101 : 05:005 > hb: 5
++    2499:00001001 11000011: 11100110 : E6:346 > opcode: ani 07FH
++    2500:00001001 11000100: 01111111 : 7F:177 > immediate:  07FH : 127
++    2501:00001001 11000101: 01101111 : 6F:157 > opcode: mov l,a
++    2502:00001001 11000110: 00100110 : 26:046 > opcode: mvi h,00FH
++    2503:00001001 11000111: 00001111 : 0F:017 > immediate:  00FH : 15
++    2504:00001001 11001000: 01111110 : 7E:176 > opcode: mov a,m
++    2505:00001001 11001001: 01101011 : 6B:153 > opcode: mov l,e
++    2506:00001001 11001010: 00100110 : 26:046 > opcode: mvi h,000H
++    2507:00001001 11001011: 00000000 : 00:000 > immediate:  000H : 0
++    2508:00001001 11001100: 01110111 : 77:167 > opcode: mov m,a
++    2509:00001001 11001101: 00011100 : 1C:034 > opcode: inr e
++    2510:00001001 11001110: 11000010 : C2:302 > opcode: jnz GLXSET
++    2511:00001001 11001111: 11000000 : C0:300 > lb: 192
++    2512:00001001 11010000: 00001001 : 09:011 > hb: 9
++    2513:00001001 11010001: 01010100 : 54:124 > opcode: mov d,h
++    2514:00001001 11010010: 01001100 : 4C:114 > opcode: mov c,h
++    2515:00001001 11010011: 00101110 : 2E:056 > opcode: mvi l,0C0H
++    2516:00001001 11010100: 11000000 : C0:300 > immediate:  0C0H : 192
++    2517:00001001 11010101: 01111110 : 7E:176 > opcode: mov a,m
++    2518:00001001 11010110: 11100110 : E6:346 > opcode: ani STNMSK
++    2519:00001001 11010111: 00001000 : 08:010 > immediate:  STNMSK : 8
++    2520:00001001 11011000: 10000010 : 82:202 > opcode: add d
++    2521:00001001 11011001: 01010111 : 57:127 > opcode: mov d,a
++    2522:00001001 11011010: 01111110 : 7E:176 > opcode: mov a,m
++    2523:00001001 11011011: 11100110 : E6:346 > opcode: ani ALNMSK
++    2524:00001001 11011100: 00110000 : 30:060 > immediate:  ALNMSK : 48
++    2525:00001001 11011101: 00001111 : 0F:017 > opcode: rrc
++    2526:00001001 11011110: 00001111 : 0F:017 > opcode: rrc
++    2527:00001001 11011111: 10000001 : 81:201 > opcode: add c
++    2528:00001001 11100000: 01001111 : 4F:117 > opcode: mov c,a
++    2529:00001001 11100001: 00101100 : 2C:054 > opcode: inr l
++    2530:00001001 11100010: 11000010 : C2:302 > opcode: jnz GLXCK1
++    2531:00001001 11100011: 11010101 : D5:325 > lb: 213
++    2532:00001001 11100100: 00001001 : 09:011 > hb: 9
++    2533:00001001 11100101: 01111010 : 7A:172 > opcode: mov a,d
++    2534:00001001 11100110: 00001111 : 0F:017 > opcode: rrc
++    2535:00001001 11100111: 00001111 : 0F:017 > opcode: rrc
++    2536:00001001 11101000: 00001111 : 0F:017 > opcode: rrc
++    2537:00001001 11101001: 01010111 : 57:127 > opcode: mov d,a
++    2538:00001001 11101010: 11111110 : FE:376 > opcode: cpi 7
++    2539:00001001 11101011: 00000111 : 07:007 > immediate:  7 : 7
++    2540:00001001 11101100: 11010010 : D2:322 > opcode: jnc SSPLS
++    2541:00001001 11101101: 00011000 : 18:030 > lb: 24
++    2542:00001001 11101110: 00000101 : 05:005 > hb: 5
++    2543:00001001 11101111: 11111110 : FE:376 > opcode: cpi 2
++    2544:00001001 11110000: 00000010 : 02:002 > immediate:  2 : 2
++    2545:00001001 11110001: 11011010 : DA:332 > opcode: jc SSMNS
++    2546:00001001 11110010: 00011101 : 1D:035 > lb: 29
++    2547:00001001 11110011: 00000101 : 05:005 > hb: 5
++    2548:00001001 11110100: 01111001 : 79:171 > opcode: mov a,c
++    2549:00001001 11110101: 00001111 : 0F:017 > opcode: rrc
++    2550:00001001 11110110: 00001111 : 0F:017 > opcode: rrc
++    2551:00001001 11110111: 01001111 : 4F:117 > opcode: mov c,a
++    2552:00001001 11111000: 11111110 : FE:376 > opcode: cpi 32
++    2553:00001001 11111001: 00100000 : 20:040 > immediate:  32 : 32
++    2554:00001001 11111010: 11010010 : D2:322 > opcode: jnc ASPLS
++    2555:00001001 11111011: 00100010 : 22:042 > lb: 34
++    2556:00001001 11111100: 00000101 : 05:005 > hb: 5
++    2557:00001001 11111101: 11111110 : FE:376 > opcode: cpi 10
++    2558:00001001 11111110: 00001010 : 0A:012 > immediate:  10 : 10
++    2559:00001001 11111111: 11011010 : DA:332 > opcode: jc ASMNS
++    2560:00001010 00000000: 00110000 : 30:060 > lb: 48
++    2561:00001010 00000001: 00000101 : 05:005 > hb: 5
++    2562:00001010 00000010: 00101110 : 2E:056 > opcode: mvi l,05BH
++    2563:00001010 00000011: 01011011 : 5B:133 > immediate:  05BH : 91
++    2564:00001010 00000100: 01110010 : 72:162 > opcode: mov m,d
++    2565:00001010 00000101: 00101100 : 2C:054 > opcode: inr l
++    2566:00001010 00000110: 01110001 : 71:161 > opcode: mov m,c
++    2567:00001010 00000111: 01111001 : 79:171 > opcode: mov a,c
++    2568:00001010 00001000: 11000110 : C6:306 > opcode: adi 005
++    2569:00001010 00001001: 00000101 : 05:005 > immediate:  005 : 005
++    2570:00001010 00001010: 00101100 : 2C:054 > opcode: inr l
++    2571:00001010 00001011: 01110111 : 77:167 > opcode: mov m,a
++    2572:00001010 00001100: 00000110 : 06:006 > opcode: mvi b,1
++    2573:00001010 00001101: 00000001 : 01:001 > immediate:  1 : 1
++    2574:00001010 00001110: 11001101 : CD:315 > opcode: call BINDEC
++    2575:00001010 00001111: 01001011 : 4B:113 > lb: 75
++    2576:00001010 00010000: 00000101 : 05:005 > hb: 5
++    2577:00001010 00010001: 00010001 : 11:021 > opcode: lxi d,MSGDTS
++    2578:00001010 00010010: 01001110 : 4E:116 > lb: 78
++    2579:00001010 00010011: 00000001 : 01:001 > hb: 1
++    2580:00001010 00010100: 00000110 : 06:006 > opcode: mvi b,2
++    2581:00001010 00010101: 00000010 : 02:002 > immediate:  2 : 2
++    2582:00001010 00010110: 11001101 : CD:315 > opcode: call DIGPRT
++    2583:00001010 00010111: 00111110 : 3E:076 > lb: 62
++    2584:00001010 00011000: 00000101 : 05:005 > hb: 5
++    2585:00001010 00011001: 00100001 : 21:041 > opcode: lxi h,005CH
++    2586:00001010 00011010: 01011100 : 5C:134 > lb: 92
++    2587:00001010 00011011: 00000000 : 00:000 > hb: 0
++    2588:00001010 00011100: 00000110 : 06:006 > opcode: mvi b,001
++    2589:00001010 00011101: 00000001 : 01:001 > immediate:  001 : 001
++    2590:00001010 00011110: 11001101 : CD:315 > opcode: call BINDEC
++    2591:00001010 00011111: 01001011 : 4B:113 > lb: 75
++    2592:00001010 00100000: 00000101 : 05:005 > hb: 5
++    2593:00001010 00100001: 00010001 : 11:021 > opcode: lxi d,MSGSPS
++    2594:00001010 00100010: 00111100 : 3C:074 > lb: 60
++    2595:00001010 00100011: 00000001 : 01:001 > hb: 1
++    2596:00001010 00100100: 00000110 : 06:006 > opcode: mvi b,2
++    2597:00001010 00100101: 00000010 : 02:002 > immediate:  2 : 2
++    2598:00001010 00100110: 11001101 : CD:315 > opcode: call DIGPRT
++    2599:00001010 00100111: 00111110 : 3E:076 > lb: 62
++    2600:00001010 00101000: 00000101 : 05:005 > hb: 5
++    2601:00001010 00101001: 00100001 : 21:041 > opcode: lxi h,005BH
++    2602:00001010 00101010: 01011011 : 5B:133 > lb: 91
++    2603:00001010 00101011: 00000000 : 00:000 > hb: 0
++    2604:00001010 00101100: 01111110 : 7E:176 > opcode: mov a,m
++    2605:00001010 00101101: 11110110 : F6:366 > opcode: ori 0B0H
++    2606:00001010 00101110: 10110000 : B0:260 > immediate:  0B0H : 176
++    2607:00001010 00101111: 00100001 : 21:041 > opcode: lxi h,MSGSSS
++    2608:00001010 00110000: 01011111 : 5F:137 > lb: 95
++    2609:00001010 00110001: 00000001 : 01:001 > hb: 1
++    2610:00001010 00110010: 01110111 : 77:167 > opcode: mov m,a
++    2611:00001010 00110011: 00100001 : 21:041 > opcode: lxi h,MSGYJD
++    2612:00001010 00110100: 00101000 : 28:050 > lb: 40
++    2613:00001010 00110101: 00000001 : 01:001 > hb: 1
++    2614:00001010 00110110: 11001101 : CD:315 > opcode: call MSG
++    2615:00001010 00110111: 00000000 : 00:000 > lb: 0
++    2616:00001010 00111000: 00000101 : 05:005 > hb: 5
++    2617:00001010 00111001: 11001101 : CD:315 > opcode: call RN
++    2618:00001010 00111010: 00001010 : 0A:012 > lb: 10
++    2619:00001010 00111011: 00000101 : 05:005 > hb: 5
++    2620:00001010 00111100: 11100110 : E6:346 > opcode: ani 03FH
++    2621:00001010 00111101: 00111111 : 3F:077 > immediate:  03FH : 63
++    2622:00001010 00111110: 00101110 : 2E:056 > opcode: mvi l,059H
++    2623:00001010 00111111: 01011001 : 59:131 > immediate:  059H : 89
++    2624:00001010 01000000: 01110111 : 77:167 > opcode: mov m,a
++    2625:00001010 01000001: 11001101 : CD:315 > opcode: call QCNT
++    2626:00001010 01000010: 01010001 : 51:121 > lb: 81
++    2627:00001010 01000011: 00001000 : 08:010 > hb: 8
++    2628:00001010 01000100: 11001101 : CD:315 > opcode: call LOAD
++    2629:00001010 01000101: 10010010 : 92:222 > lb: 146
++    2630:00001010 01000110: 00000101 : 05:005 > hb: 5
++    2631:00001010 01000111: 11001101 : CD:315 > opcode: call NWQD
++    2632:00001010 01001000: 00010110 : 16:026 > lb: 22
++    2633:00001010 01001001: 00000111 : 07:007 > hb: 7
++    2634:00001010 01001010: 00001110 : 0E:016 > opcode: mvi c,1
++    2635:00001010 01001011: 00000001 : 01:001 > immediate:  1 : 1
++    2636:00001010 01001100: 00011110 : 1E:036 > opcode: mvi e,043H
++    2637:00001010 01001101: 01000011 : 43:103 > immediate:  043H : 67
++    2638:00001010 01001110: 11001101 : CD:315 > opcode: call LOCSET
++    2639:00001010 01001111: 10100111 : A7:247 > lb: 167
++    2640:00001010 01010000: 00000101 : 05:005 > hb: 5
++    2641:00001010 01010001: 00100001 : 21:041 > opcode: lxi h,MSG123
++    2642:00001010 01010010: 01110000 : 70:160 > lb: 112
++    2643:00001010 01010011: 00000001 : 01:001 > hb: 1
++    2644:00001010 01010100: 11001101 : CD:315 > opcode: call MSG
++    2645:00001010 01010101: 00000000 : 00:000 > lb: 0
++    2646:00001010 01010110: 00000101 : 05:005 > hb: 5
++    2647:00001010 01010111: 00001110 : 0E:016 > opcode: mvi c,1
++    2648:00001010 01011000: 00000001 : 01:001 > immediate:  1 : 1
++    2649:00001010 01011001: 11001101 : CD:315 > opcode: call ROWSET
++    2650:00001010 01011010: 10111011 : BB:273 > lb: 187
++    2651:00001010 01011011: 00000101 : 05:005 > hb: 5
++    2652:00001010 01011100: 00100001 : 21:041 > opcode: lxi h,005DH
++    2653:00001010 01011101: 01011101 : 5D:135 > lb: 93
++    2654:00001010 01011110: 00000000 : 00:000 > hb: 0
++    2655:00001010 01011111: 00111110 : 3E:076 > opcode: mvi a,032H
++    2656:00001010 01100000: 00110010 : 32:062 > immediate:  032H : 50
++    2657:00001010 01100001: 10010110 : 96:226 > opcode: sub m
++    2658:00001010 01100010: 00101100 : 2C:054 > opcode: inr l
++    2659:00001010 01100011: 01110111 : 77:167 > opcode: mov m,a
++    2660:00001010 01100100: 00000110 : 06:006 > opcode: mvi b,1
++    2661:00001010 01100101: 00000001 : 01:001 > immediate:  1 : 1
++    2662:00001010 01100110: 11001101 : CD:315 > opcode: call BINDEC
++    2663:00001010 01100111: 01001011 : 4B:113 > lb: 75
++    2664:00001010 01101000: 00000101 : 05:005 > hb: 5
++    2665:00001010 01101001: 00010001 : 11:021 > opcode: lxi d,MSGSDP
++    2666:00001010 01101010: 10110110 : B6:266 > lb: 182
++    2667:00001010 01101011: 00000001 : 01:001 > hb: 1
++    2668:00001010 01101100: 00000110 : 06:006 > opcode: mvi b,2
++    2669:00001010 01101101: 00000010 : 02:002 > immediate:  2 : 2
++    2670:00001010 01101110: 11001101 : CD:315 > opcode: call DIGPRT
++    2671:00001010 01101111: 00111110 : 3E:076 > lb: 62
++    2672:00001010 01110000: 00000101 : 05:005 > hb: 5
++    2673:00001010 01110001: 00100001 : 21:041 > opcode: lxi h,MSGSTDT3
++    2674:00001010 01110010: 10101000 : A8:250 > lb: 168
++    2675:00001010 01110011: 00000001 : 01:001 > hb: 1
++    2676:00001010 01110100: 11001101 : CD:315 > opcode: call MSG
++    2677:00001010 01110101: 00000000 : 00:000 > lb: 0
++    2678:00001010 01110110: 00000101 : 05:005 > hb: 5
++    2679:00001010 01110111: 00001110 : 0E:016 > opcode: mvi c,2
++    2680:00001010 01111000: 00000010 : 02:002 > immediate:  2 : 2
++    2681:00001010 01111001: 11001101 : CD:315 > opcode: call ROWSET
++    2682:00001010 01111010: 10111011 : BB:273 > lb: 187
++    2683:00001010 01111011: 00000101 : 05:005 > hb: 5
++    2684:00001010 01111100: 00101110 : 2E:056 > opcode: mvi l,042H
++    2685:00001010 01111101: 01000010 : 42:102 > immediate:  042H : 66
++    2686:00001010 01111110: 01111110 : 7E:176 > opcode: mov a,m
++    2687:00001010 01111111: 00100001 : 21:041 > opcode: lxi h,MSGGRN
++    2688:00001010 10000000: 11000011 : C3:303 > lb: 195
++    2689:00001010 10000001: 00000001 : 01:001 > hb: 1
++    2690:00001010 10000010: 11100110 : E6:346 > opcode: ani 030H
++    2691:00001010 10000011: 00110000 : 30:060 > immediate:  030H : 48
++    2692:00001010 10000100: 11000010 : C2:302 > opcode: jnz RED
++    2693:00001010 10000101: 00111110 : 3E:076 > lb: 62
