+ Print Program Bytes and description.
++ Address:16-bit bytes       databyte :hex:oct > description
++    3199:00001100 01111111: 00100001 : 21:041 > opcode: lxi h,MSGYMO
++    3200:00001100 10000000: 01010101 : 55:125 > lb: 85
++    3201:00001100 10000001: 00010100 : 14:024 > hb: 20
++    3202:00001100 10000010: 11000011 : C3:303 > opcode: jmp DONE
++    3203:00001100 10000011: 01111001 : 79:171 > lb: 121
++    3204:00001100 10000100: 00001100 : 0C:014 > hb: 12
++    3205:00001100 10000101: 00100001 : 21:041 > opcode: lxi h,MSGKAB
++    3206:00001100 10000110: 00010110 : 16:026 > lb: 22
++    3207:00001100 10000111: 00010100 : 14:024 > hb: 20
++    3208:00001100 10001000: 11000011 : C3:303 > opcode: jmp DONE
++    3209:00001100 10001001: 01111001 : 79:171 > lb: 121
++    3210:00001100 10001010: 00001100 : 0C:014 > hb: 12
++    3211:00001100 10001011: 00100001 : 21:041 > opcode: lxi h,MSGNEL
++    3212:00001100 10001100: 10010111 : 97:227 > lb: 151
++    3213:00001100 10001101: 00000100 : 04:004 > hb: 4
++    3214:00001100 10001110: 11000011 : C3:303 > opcode: jmp DONE
++    3215:00001100 10001111: 01111001 : 79:171 > lb: 121
++    3216:00001100 10010000: 00001100 : 0C:014 > hb: 12
++    3217:00001100 10010001: 00101110 : 2E:056 > opcode: mvi l,044H
++    3218:00001100 10010010: 01000100 : 44:104 > immediate:  044H : 68
++    3219:00001100 10010011: 00011110 : 1E:036 > opcode: mvi e,11
++    3220:00001100 10010100: 00001011 : 0B:013 > immediate:  11 : 11
++    3221:00001100 10010101: 00110110 : 36:066 > opcode: mvi m,080H
++    3222:00001100 10010110: 10000000 : 80:200 > immediate:  080H : 128
++    3223:00001100 10010111: 00101100 : 2C:054 > opcode: inr l
++    3224:00001100 10011000: 00011101 : 1D:035 > opcode: dcr e
++    3225:00001100 10011001: 11000010 : C2:302 > opcode: jnz CLR
++    3226:00001100 10011010: 10010101 : 95:225 > lb: 149
++    3227:00001100 10011011: 00001100 : 0C:014 > hb: 12
++    3228:00001100 10011100: 00101110 : 2E:056 > opcode: mvi l,042H
++    3229:00001100 10011101: 01000010 : 42:102 > immediate:  042H : 66
++    3230:00001100 10011110: 01111110 : 7E:176 > opcode: mov a,m
++    3231:00001100 10011111: 11100110 : E6:346 > opcode: ani STRMSK
++    3232:00001100 10100000: 00000111 : 07:007 > immediate:  STRMSK : 7
++    3233:00001100 10100001: 01001111 : 4F:117 > opcode: mov c,a
++    3234:00001100 10100010: 00011110 : 1E:036 > opcode: mvi e,044H
++    3235:00001100 10100011: 01000100 : 44:104 > immediate:  044H : 68
++    3236:00001100 10100100: 11000100 : C4:304 > opcode: cnz LOCSET
++    3237:00001100 10100101: 10001111 : 8F:217 > lb: 143
++    3238:00001100 10100110: 00001011 : 0B:013 > hb: 11
++    3239:00001100 10100111: 00101110 : 2E:056 > opcode: mvi l,042H
++    3240:00001100 10101000: 01000010 : 42:102 > immediate:  042H : 66
++    3241:00001100 10101001: 01111110 : 7E:176 > opcode: mov a,m
++    3242:00001100 10101010: 11001101 : CD:315 > opcode: call ROTR3
++    3243:00001100 10101011: 10001011 : 8B:213 > lb: 139
++    3244:00001100 10101100: 00001011 : 0B:013 > hb: 11
++    3245:00001100 10101101: 11100110 : E6:346 > opcode: ani 001
++    3246:00001100 10101110: 00000001 : 01:001 > immediate:  001 : 001
++    3247:00001100 10101111: 01001111 : 4F:117 > opcode: mov c,a
++    3248:00001100 10110000: 00011110 : 1E:036 > opcode: mvi e,04BH
++    3249:00001100 10110001: 01001011 : 4B:113 > immediate:  04BH : 75
++    3250:00001100 10110010: 11000100 : C4:304 > opcode: cnz LOCSET
++    3251:00001100 10110011: 10001111 : 8F:217 > lb: 143
++    3252:00001100 10110100: 00001011 : 0B:013 > hb: 11
++    3253:00001100 10110101: 00101110 : 2E:056 > opcode: mvi l,042H
++    3254:00001100 10110110: 01000010 : 42:102 > immediate:  042H : 66
++    3255:00001100 10110111: 01111110 : 7E:176 > opcode: mov a,m
++    3256:00001100 10111000: 11001101 : CD:315 > opcode: call ROTR4
++    3257:00001100 10111001: 10001010 : 8A:212 > lb: 138
++    3258:00001100 10111010: 00001011 : 0B:013 > hb: 11
++    3259:00001100 10111011: 11100110 : E6:346 > opcode: ani 003
++    3260:00001100 10111100: 00000011 : 03:003 > immediate:  003 : 003
++    3261:00001100 10111101: 01001111 : 4F:117 > opcode: mov c,a
++    3262:00001100 10111110: 00011110 : 1E:036 > opcode: mvi e,04CH
++    3263:00001100 10111111: 01001100 : 4C:114 > immediate:  04CH : 76
++    3264:00001100 11000000: 11000100 : C4:304 > opcode: cnz LOCSET
++    3265:00001100 11000001: 10001111 : 8F:217 > lb: 143
++    3266:00001100 11000010: 00001011 : 0B:013 > hb: 11
++    3267:00001100 11000011: 11001101 : CD:315 > opcode: call RN
++    3268:00001100 11000100: 11110010 : F2:362 > lb: 242
++    3269:00001100 11000101: 00001010 : 0A:012 > hb: 10
++    3270:00001100 11000110: 00101110 : 2E:056 > opcode: mvi l,053H
++    3271:00001100 11000111: 01010011 : 53:123 > immediate:  053H : 83
++    3272:00001100 11001000: 11001101 : CD:315 > opcode: call LAS
++    3273:00001100 11001001: 11010101 : D5:325 > lb: 213
++    3274:00001100 11001010: 00001100 : 0C:014 > hb: 12
++    3275:00001100 11001011: 00101110 : 2E:056 > opcode: mvi l,055H
++    3276:00001100 11001100: 01010101 : 55:125 > immediate:  055H : 85
++    3277:00001100 11001101: 11001101 : CD:315 > opcode: call LAS
++    3278:00001100 11001110: 11010101 : D5:325 > lb: 213
++    3279:00001100 11001111: 00001100 : 0C:014 > hb: 12
++    3280:00001100 11010000: 00101110 : 2E:056 > opcode: mvi l,057H
++    3281:00001100 11010001: 01010111 : 57:127 > immediate:  057H : 87
++    3282:00001100 11010010: 11000011 : C3:303 > opcode: jmp LAS
++    3283:00001100 11010011: 11010101 : D5:325 > lb: 213
++    3284:00001100 11010100: 00001100 : 0C:014 > hb: 12
++    3285:00001100 11010101: 01110111 : 77:167 > opcode: mov m,a
++    3286:00001100 11010110: 11100110 : E6:346 > opcode: ani 003
++    3287:00001100 11010111: 00000011 : 03:003 > immediate:  003 : 003
++    3288:00001100 11011000: 00101100 : 2C:054 > opcode: inr l
++    3289:00001100 11011001: 01110111 : 77:167 > opcode: mov m,a
++    3290:00001100 11011010: 11000011 : C3:303 > opcode: jmp RN
++    3291:00001100 11011011: 11110010 : F2:362 > lb: 242
++    3292:00001100 11011100: 00001010 : 0A:012 > hb: 10
++    3293:00001100 11011101: 00101110 : 2E:056 > opcode: mvi l,044H
++    3294:00001100 11011110: 01000100 : 44:104 > immediate:  044H : 68
++    3295:00001100 11011111: 01111110 : 7E:176 > opcode: mov a,m
++    3296:00001100 11100000: 10100111 : A7:247 > opcode: ana a
++    3297:00001100 11100001: 11111010 : FA:372 > opcode: jm NS
++    3298:00001100 11100010: 11101101 : ED:355 > lb: 237
++    3299:00001100 11100011: 00001100 : 0C:014 > hb: 12
++    3300:00001100 11100100: 10111000 : B8:270 > opcode: cmp b
++    3301:00001100 11100101: 11001000 : C8:310 > opcode: rz
++    3302:00001100 11100110: 00101100 : 2C:054 > opcode: inr l
++    3303:00001100 11100111: 00111110 : 3E:076 > opcode: mvi a,04BH
++    3304:00001100 11101000: 01001011 : 4B:113 > immediate:  04BH : 75
++    3305:00001100 11101001: 10111101 : BD:275 > opcode: cmp l
++    3306:00001100 11101010: 11000010 : C2:302 > opcode: jnz SCK
++    3307:00001100 11101011: 11011111 : DF:337 > lb: 223
++    3308:00001100 11101100: 00001100 : 0C:014 > hb: 12
++    3309:00001100 11101101: 00101110 : 2E:056 > opcode: mvi l,04BH
++    3310:00001100 11101110: 01001011 : 4B:113 > immediate:  04BH : 75
++    3311:00001100 11101111: 01111110 : 7E:176 > opcode: mov a,m
++    3312:00001100 11110000: 10111000 : B8:270 > opcode: cmp b
++    3313:00001100 11110001: 11001000 : C8:310 > opcode: rz
++    3314:00001100 11110010: 00101100 : 2C:054 > opcode: inr l
++    3315:00001100 11110011: 01111110 : 7E:176 > opcode: mov a,m
++    3316:00001100 11110100: 10111000 : B8:270 > opcode: cmp b
++    3317:00001100 11110101: 11001000 : C8:310 > opcode: rz
++    3318:00001100 11110110: 01111101 : 7D:175 > opcode: mov a,l
++    3319:00001100 11110111: 11111110 : FE:376 > opcode: cpi 04EH
++    3320:00001100 11111000: 01001110 : 4E:116 > immediate:  04EH : 78
++    3321:00001100 11111001: 11000010 : C2:302 > opcode: jnz ACK
++    3322:00001100 11111010: 11110010 : F2:362 > lb: 242
++    3323:00001100 11111011: 00001100 : 0C:014 > hb: 12
++    3324:00001100 11111100: 10100111 : A7:247 > opcode: ana a
++    3325:00001100 11111101: 11001001 : C9:311 > opcode: ret
++    3326:00001100 11111110: 00101110 : 2E:056 > opcode: mvi l,0032H
++    3327:00001100 11111111: 00110010 : 32:062 > immediate:  0032H : 50
++    3328:00001101 00000000: 01110011 : 73:163 > opcode: mov m,e
++    3329:00001101 00000001: 00101100 : 2C:054 > opcode: inr l
++    3330:00001101 00000010: 01110010 : 72:162 > opcode: mov m,d
++    3331:00001101 00000011: 00101101 : 2D:055 > opcode: dcr l
++    3332:00001101 00000100: 00000110 : 06:006 > opcode: mvi b,002
++    3333:00001101 00000101: 00000010 : 02:002 > immediate:  002 : 002
++    3334:00001101 00000110: 11001101 : CD:315 > opcode: call BINDEC
++    3335:00001101 00000111: 00110011 : 33:063 > lb: 51
++    3336:00001101 00001000: 00001011 : 0B:013 > hb: 11
++    3337:00001101 00001001: 00010001 : 11:021 > opcode: lxi d,MSGLOP
++    3338:00001101 00001010: 00010011 : 13:023 > lb: 19
++    3339:00001101 00001011: 00000011 : 03:003 > hb: 3
++    3340:00001101 00001100: 00000110 : 06:006 > opcode: mvi b,004
++    3341:00001101 00001101: 00000100 : 04:004 > immediate:  004 : 004
++    3342:00001101 00001110: 11001101 : CD:315 > opcode: call DIGPRT
++    3343:00001101 00001111: 00100110 : 26:046 > lb: 38
++    3344:00001101 00010000: 00001011 : 0B:013 > hb: 11
++    3345:00001101 00010001: 00100001 : 21:041 > opcode: lxi h,MSGLOE
++    3346:00001101 00010010: 11111111 : FF:377 > lb: 255
++    3347:00001101 00010011: 00000010 : 02:002 > hb: 2
++    3348:00001101 00010100: 11001101 : CD:315 > opcode: call CMSG
++    3349:00001101 00010101: 10000010 : 82:202 > lb: 130
++    3350:00001101 00010110: 00001101 : 0D:015 > hb: 13
++    3351:00001101 00010111: 00101110 : 2E:056 > opcode: mvi l,032H
++    3352:00001101 00011000: 00110010 : 32:062 > immediate:  032H : 50
++    3353:00001101 00011001: 01011110 : 5E:136 > opcode: mov e,m
++    3354:00001101 00011010: 00101100 : 2C:054 > opcode: inr l
++    3355:00001101 00011011: 01010110 : 56:126 > opcode: mov d,m
++    3356:00001101 00011100: 11001101 : CD:315 > opcode: call CKSD
++    3357:00001101 00011101: 00000110 : 06:006 > lb: 6
++    3358:00001101 00011110: 00001111 : 0F:017 > hb: 15
++    3359:00001101 00011111: 11010010 : D2:322 > opcode: jnc FMSD
++    3360:00001101 00100000: 11111000 : F8:370 > lb: 248
++    3361:00001101 00100001: 00001110 : 0E:016 > hb: 14
++    3362:00001101 00100010: 01011110 : 5E:136 > opcode: mov e,m
++    3363:00001101 00100011: 00101100 : 2C:054 > opcode: inr l
++    3364:00001101 00100100: 01010110 : 56:126 > opcode: mov d,m
++    3365:00001101 00100101: 11001101 : CD:315 > opcode: call FMSD
++    3366:00001101 00100110: 11111000 : F8:370 > lb: 248
++    3367:00001101 00100111: 00001110 : 0E:016 > hb: 14
++    3368:00001101 00101000: 11001101 : CD:315 > opcode: call TOMN
++    3369:00001101 00101001: 11011111 : DF:337 > lb: 223
++    3370:00001101 00101010: 00001110 : 0E:016 > hb: 14
++    3371:00001101 00101011: 00101110 : 2E:056 > opcode: mvi l,032H
++    3372:00001101 00101100: 00110010 : 32:062 > immediate:  032H : 50
++    3373:00001101 00101101: 01011110 : 5E:136 > opcode: mov e,m
++    3374:00001101 00101110: 00101100 : 2C:054 > opcode: inr l
++    3375:00001101 00101111: 01010110 : 56:126 > opcode: mov d,m
++    3376:00001101 00110000: 11001101 : CD:315 > opcode: call CKMN
++    3377:00001101 00110001: 11111101 : FD:375 > lb: 253
++    3378:00001101 00110010: 00001110 : 0E:016 > hb: 14
++    3379:00001101 00110011: 11011010 : DA:332 > opcode: jc EOUT
++    3380:00001101 00110100: 10001011 : 8B:213 > lb: 139
++    3381:00001101 00110101: 00001100 : 0C:014 > hb: 12
++    3382:00001101 00110110: 11001101 : CD:315 > opcode: call FMMN
++    3383:00001101 00110111: 11101110 : EE:356 > lb: 238
++    3384:00001101 00111000: 00001110 : 0E:016 > hb: 14
++    3385:00001101 00111001: 00100001 : 21:041 > opcode: lxi h,MSGDSE
++    3386:00001101 00111010: 00010101 : 15:025 > lb: 21
++    3387:00001101 00111011: 00000011 : 03:003 > hb: 3
++    3388:00001101 00111100: 11001101 : CD:315 > opcode: call CMSG
++    3389:00001101 00111101: 10000010 : 82:202 > lb: 130
++    3390:00001101 00111110: 00001101 : 0D:015 > hb: 13
++    3391:00001101 00111111: 00000110 : 06:006 > opcode: mvi b,2
++    3392:00001101 01000000: 00000010 : 02:002 > immediate:  2 : 2
++    3393:00001101 01000001: 11001101 : CD:315 > opcode: call DVD
++    3394:00001101 01000010: 01100001 : 61:141 > lb: 97
++    3395:00001101 01000011: 00001110 : 0E:016 > hb: 14
++    3396:00001101 01000100: 11001101 : CD:315 > opcode: call CKMN
++    3397:00001101 01000101: 11111101 : FD:375 > lb: 253
++    3398:00001101 01000110: 00001110 : 0E:016 > hb: 14
++    3399:00001101 01000111: 11011010 : DA:332 > opcode: jc EOUT
++    3400:00001101 01001000: 10001011 : 8B:213 > lb: 139
++    3401:00001101 01001001: 00001100 : 0C:014 > hb: 12
++    3402:00001101 01001010: 11000011 : C3:303 > opcode: jmp FMMN
++    3403:00001101 01001011: 11101110 : EE:356 > lb: 238
++    3404:00001101 01001100: 00001110 : 0E:016 > hb: 14
++    3405:00001101 01001101: 11001101 : CD:315 > opcode: call CKMN
++    3406:00001101 01001110: 11111101 : FD:375 > lb: 253
++    3407:00001101 01001111: 00001110 : 0E:016 > hb: 14
++    3408:00001101 01010000: 11010010 : D2:322 > opcode: jnc FMMN
++    3409:00001101 01010001: 11101110 : EE:356 > lb: 238
++    3410:00001101 01010010: 00001110 : 0E:016 > hb: 14
++    3411:00001101 01010011: 01001011 : 4B:113 > opcode: mov c,e
++    3412:00001101 01010100: 01000010 : 42:102 > opcode: mov b,d
++    3413:00001101 01010101: 00101110 : 2E:056 > opcode: mvi l,051H
++    3414:00001101 01010110: 01010001 : 51:121 > immediate:  051H : 81
++    3415:00001101 01010111: 01011110 : 5E:136 > opcode: mov e,m
++    3416:00001101 01011000: 00101100 : 2C:054 > opcode: inr l
++    3417:00001101 01011001: 01010110 : 56:126 > opcode: mov d,m
++    3418:00001101 01011010: 11001101 : CD:315 > opcode: call FMSD
++    3419:00001101 01011011: 11111000 : F8:370 > lb: 248
++    3420:00001101 01011100: 00001110 : 0E:016 > hb: 14
++    3421:00001101 01011101: 11001101 : CD:315 > opcode: call TOMN
++    3422:00001101 01011110: 11011111 : DF:337 > lb: 223
++    3423:00001101 01011111: 00001110 : 0E:016 > hb: 14
++    3424:00001101 01100000: 01011001 : 59:131 > opcode: mov e,c
++    3425:00001101 01100001: 01010000 : 50:120 > opcode: mov d,b
++    3426:00001101 01100010: 11000011 : C3:303 > opcode: jmp SD0
++    3427:00001101 01100011: 00110000 : 30:060 > lb: 48
++    3428:00001101 01100100: 00001101 : 0D:015 > hb: 13
++    3429:00001101 01100101: 00110110 : 36:066 > opcode: mvi m,080H
++    3430:00001101 01100110: 10000000 : 80:200 > immediate:  080H : 128
++    3431:00001101 01100111: 01000101 : 45:105 > opcode: mov b,l
++    3432:00001101 01101000: 00101110 : 2E:056 > opcode: mvi l,059H
++    3433:00001101 01101001: 01011001 : 59:131 > immediate:  059H : 89
++    3434:00001101 01101010: 01111110 : 7E:176 > opcode: mov a,m
++    3435:00001101 01101011: 11000110 : C6:306 > opcode: adi 00C0H
++    3436:00001101 01101100: 11000000 : C0:300 > immediate:  00C0H : 192
++    3437:00001101 01101101: 01101111 : 6F:157 > opcode: mov l,a
++    3438:00001101 01101110: 01111000 : 78:170 > opcode: mov a,b
++    3439:00001101 01101111: 11111110 : FE:376 > opcode: cpi 04BH
++    3440:00001101 01110000: 01001011 : 4B:113 > immediate:  04BH : 75
++    3441:00001101 01110001: 11000010 : C2:302 > opcode: jnz DLAS
++    3442:00001101 01110010: 10001000 : 88:210 > lb: 136
++    3443:00001101 01110011: 00001101 : 0D:015 > hb: 13
++    3444:00001101 01110100: 01111110 : 7E:176 > opcode: mov a,m
++    3445:00001101 01110101: 11100110 : E6:346 > opcode: ani 037H
++    3446:00001101 01110110: 00110111 : 37:067 > immediate:  037H : 55
++    3447:00001101 01110111: 01110111 : 77:167 > opcode: mov m,a
++    3448:00001101 01111000: 00101110 : 2E:056 > opcode: mvi l,042H
++    3449:00001101 01111001: 01000010 : 42:102 > immediate:  042H : 66
++    3450:00001101 01111010: 01110111 : 77:167 > opcode: mov m,a
++    3451:00001101 01111011: 00101110 : 2E:056 > opcode: mvi l,05BH
++    3452:00001101 01111100: 01011011 : 5B:133 > immediate:  05BH : 91
++    3453:00001101 01111101: 00110101 : 35:065 > opcode: dcr m
++    3454:00001101 01111110: 11000000 : C0:300 > opcode: rnz
++    3455:00001101 01111111: 00100001 : 21:041 > opcode: lxi h,MSGDSE
++    3456:00001101 10000000: 00010101 : 15:025 > lb: 21
++    3457:00001101 10000001: 00000011 : 03:003 > hb: 3
++    3458:00001101 10000010: 11001101 : CD:315 > opcode: call MSG
++    3459:00001101 10000011: 11101000 : E8:350 > lb: 232
++    3460:00001101 10000100: 00001010 : 0A:012 > hb: 10
++    3461:00001101 10000101: 00100110 : 26:046 > opcode: mvi h,000
++    3462:00001101 10000110: 00000000 : 00:000 > immediate:  000 : 000
++    3463:00001101 10000111: 11001001 : C9:311 > opcode: ret
++    3464:00001101 10001000: 01111110 : 7E:176 > opcode: mov a,m
++    3465:00001101 10001001: 11010110 : D6:326 > opcode: sui 010H
++    3466:00001101 10001010: 00010000 : 10:020 > immediate:  010H : 16
++    3467:00001101 10001011: 01110111 : 77:167 > opcode: mov m,a
++    3468:00001101 10001100: 00101110 : 2E:056 > opcode: mvi l,042H
++    3469:00001101 10001101: 01000010 : 42:102 > immediate:  042H : 66
++    3470:00001101 10001110: 01110111 : 77:167 > opcode: mov m,a
++    3471:00001101 10001111: 00101110 : 2E:056 > opcode: mvi l,05CH
++    3472:00001101 10010000: 01011100 : 5C:134 > immediate:  05CH : 92
++    3473:00001101 10010001: 00110101 : 35:065 > opcode: dcr m
++    3474:00001101 10010010: 11000000 : C0:300 > opcode: rnz
++    3475:00001101 10010011: 00100001 : 21:041 > opcode: lxi h,MSGCYH
++    3476:00001101 10010100: 10001111 : 8F:217 > lb: 143
++    3477:00001101 10010101: 00010011 : 13:023 > hb: 19
++    3478:00001101 10010110: 11000011 : C3:303 > opcode: jmp DONE
++    3479:00001101 10010111: 01111001 : 79:171 > lb: 121
++    3480:00001101 10011000: 00001100 : 0C:014 > hb: 12
++    3481:00001101 10011001: 11001101 : CD:315 > opcode: call INPUT
++    3482:00001101 10011010: 10111000 : B8:270 > lb: 184
++    3483:00001101 10011011: 00001111 : 0F:017 > hb: 15
++    3484:00001101 10011100: 00100001 : 21:041 > opcode: lxi h,005EH
++    3485:00001101 10011101: 01011110 : 5E:136 > lb: 94
++    3486:00001101 10011110: 00000000 : 00:000 > hb: 0
++    3487:00001101 10011111: 11111110 : FE:376 > opcode: cpi '1'
++    3488:00001101 10100000: 00110001 : 31:061 > immediate:  '1' : 49
++    3489:00001101 10100001: 11011010 : DA:332 > opcode: jc ZRET
++    3490:00001101 10100010: 11001010 : CA:312 > lb: 202
++    3491:00001101 10100011: 00001101 : 0D:015 > hb: 13
++    3492:00001101 10100100: 11111110 : FE:376 > opcode: cpi '9'
++    3493:00001101 10100101: 00111001 : 39:071 > immediate:  '9' : 57
++    3494:00001101 10100110: 11010010 : D2:322 > opcode: jnc ZRET
++    3495:00001101 10100111: 11001010 : CA:312 > lb: 202
++    3496:00001101 10101000: 00001101 : 0D:015 > hb: 13
